company_id,company_name,industry,company_size
106,Company_0106,Technology,1-50
107,Company_0107,Retail,1-50
108,Company_0108,Retail,51-200
109,Company_0109,Retail,201-1000
110,Company_0110,Hospitality,201-1000
111,Company_0111,Education,1-50
112,Company_0112,Retail,51-200
113,Company_0113,Logistics,51-200
114,Company_0114,Logistics,201-1000
115,Company_0115,Technology,201-1000
116,Company_0116,Manufacturing,201-1000
117,Company_0117,Finance,1-50
118,Company_0118,Healthcare,51-200
119,Company_0119,Technology,201-1000
120,Company_0120,Logistics,51-200
121,Company_0121,Manufacturing,51-200
122,Company_0122,Healthcare,51-200
123,Company_0123,Finance,1-50
124,Company_0124,Hospitality,51-200
125,Company_0125,Healthcare,51-200
126,Company_0126,Hospitality,201-1000
127,Company_0127,Technology,1-50
128,Company_0128,Retail,51-200
129,Company_0129,Retail,1000+
130,Company_0130,Education,1-50
131,Company_0131,Retail,1-50
132,Company_0132,Finance,51-200
133,Company_0133,Logistics,51-200
134,Company_0134,Education,51-200
135,Company_0135,Technology,51-200
136,Company_0136,Logistics,51-200
137,Company_0137,Finance,201-1000
138,Company_0138,Logistics,51-200
139,Company_0139,Education,1-50
140,Company_0140,Finance,201-1000
141,Company_0141,Manufacturing,51-200
142,Company_0142,Technology,51-200
143,Company_0143,Education,51-200
144,Company_0144,Retail,51-200
145,Company_0145,Retail,1-50
146,Company_0146,Healthcare,201-1000
147,Company_0147,Technology,201-1000
148,Company_0148,Technology,201-1000
149,Company_0149,Manufacturing,51-200
150,Company_0150,Hospitality,1-50
151,Company_0151,Manufacturing,201-1000
152,Company_0152,Healthcare,1-50
153,Company_0153,Technology,1-50
154,Company_0154,Hospitality,1000+
155,Company_0155,Technology,1-50
156,Company_0156,Healthcare,1-50
157,Company_0157,Healthcare,1-50
158,Company_0158,Finance,1000+
159,Company_0159,Healthcare,51-200
160,Company_0160,Hospitality,1-50
161,Company_0161,Finance,1-50
162,Company_0162,Healthcare,51-200
163,Company_0163,Logistics,201-1000
164,Company_0164,Finance,201-1000
165,Company_0165,Retail,1-50
166,Company_0166,Healthcare,51-200
167,Company_0167,Logistics,51-200
168,Company_0168,Manufacturing,1000+
169,Company_0169,Manufacturing,201-1000
170,Company_0170,Healthcare,201-1000
171,Company_0171,Hospitality,1000+
172,Company_0172,Finance,1-50
173,Company_0173,Retail,1000+
174,Company_0174,Education,1-50
175,Company_0175,Manufacturing,51-200
176,Company_0176,Healthcare,1000+
177,Company_0177,Finance,201-1000
178,Company_0178,Retail,1-50
179,Company_0179,Hospitality,1-50
180,Company_0180,Logistics,201-1000
181,Company_0181,Hospitality,201-1000
182,Company_0182,Manufacturing,201-1000
183,Company_0183,Technology,201-1000
184,Company_0184,Retail,1-50
185,Company_0185,Finance,1-50
186,Company_0186,Hospitality,1-50
187,Company_0187,Education,1-50
188,Company_0188,Manufacturing,1000+
189,Company_0189,Hospitality,1-50
190,Company_0190,Healthcare,201-1000
191,Company_0191,Technology,51-200
192,Company_0192,Technology,1-50
193,Company_0193,Healthcare,1-50
194,Company_0194,Manufacturing,51-200
195,Company_0195,Technology,51-200
196,Company_0196,Healthcare,51-200
197,Company_0197,Manufacturing,201-1000
198,Company_0198,Healthcare,1-50
199,Company_0199,Technology,51-200
200,Company_0200,Education,51-200
201,Company_0201,Healthcare,51-200
202,Company_0202,Manufacturing,201-1000
203,Company_0203,Hospitality,1-50
204,Company_0204,Logistics,1-50
205,Company_0205,Hospitality,51-200
206,Company_0206,Healthcare,201-1000
207,Company_0207,Hospitality,51-200
208,Company_0208,Education,1-50
209,Company_0209,Technology,1-50
210,Company_0210,Finance,1-50
211,Company_0211,Finance,1-50
212,Company_0212,Technology,1-50
213,Company_0213,Technology,1-50
214,Company_0214,Finance,1-50
215,Company_0215,Education,51-200
216,Company_0216,Hospitality,1-50
217,Company_0217,Logistics,201-1000
218,Company_0218,Logistics,1-50
219,Company_0219,Hospitality,201-1000
220,Company_0220,Logistics,51-200
221,Company_0221,Manufacturing,1-50
222,Company_0222,Logistics,201-1000
223,Company_0223,Education,1-50
224,Company_0224,Logistics,1000+
225,Company_0225,Technology,1-50
226,Company_0226,Manufacturing,201-1000
227,Company_0227,Retail,51-200
228,Company_0228,Logistics,1-50
229,Company_0229,Manufacturing,51-200
230,Company_0230,Retail,1-50
231,Company_0231,Manufacturing,1-50
232,Company_0232,Technology,1-50
233,Company_0233,Finance,1-50
234,Company_0234,Logistics,1-50
235,Company_0235,Healthcare,51-200
236,Company_0236,Technology,1-50
237,Company_0237,Education,1-50
238,Company_0238,Finance,1000+
239,Company_0239,Retail,51-200
240,Company_0240,Manufacturing,1-50
241,Company_0241,Hospitality,1000+
242,Company_0242,Manufacturing,1-50
243,Company_0243,Education,201-1000
244,Company_0244,Finance,1-50
245,Company_0245,Healthcare,1-50
246,Company_0246,Retail,1-50
247,Company_0247,Finance,1-50
248,Company_0248,Manufacturing,1-50
249,Company_0249,Education,1-50
250,Company_0250,Technology,1-50
251,Company_0251,Logistics,1-50
252,Company_0252,Technology,1000+
253,Company_0253,Healthcare,201-1000
254,Company_0254,Education,1-50
255,Company_0255,Hospitality,1-50
256,Company_0256,Hospitality,1-50
257,Company_0257,Education,51-200
258,Company_0258,Hospitality,201-1000
259,Company_0259,Hospitality,201-1000
260,Company_0260,Retail,1-50
261,Company_0261,Retail,51-200
262,Company_0262,Finance,1-50
263,Company_0263,Manufacturing,201-1000
264,Company_0264,Education,201-1000
265,Company_0265,Manufacturing,1-50
266,Company_0266,Manufacturing,1-50
267,Company_0267,Education,201-1000
268,Company_0268,Education,201-1000
269,Company_0269,Retail,201-1000
270,Company_0270,Retail,1-50
271,Company_0271,Education,51-200
272,Company_0272,Education,1-50
273,Company_0273,Finance,1-50
274,Company_0274,Technology,1-50
275,Company_0275,Hospitality,201-1000
276,Company_0276,Finance,51-200
277,Company_0277,Manufacturing,1-50
278,Company_0278,Manufacturing,1-50
279,Company_0279,Healthcare,1-50
280,Company_0280,Education,1-50
281,Company_0281,Retail,51-200
282,Company_0282,Healthcare,201-1000
283,Company_0283,Hospitality,1-50
284,Company_0284,Retail,51-200
285,Company_0285,Retail,51-200
286,Company_0286,Logistics,1-50
287,Company_0287,Hospitality,1-50
288,Company_0288,Manufacturing,1-50
289,Company_0289,Education,1000+
290,Company_0290,Technology,51-200
291,Company_0291,Healthcare,201-1000
292,Company_0292,Finance,51-200
293,Company_0293,Logistics,51-200
294,Company_0294,Manufacturing,1-50
295,Company_0295,Hospitality,51-200
296,Company_0296,Finance,201-1000
297,Company_0297,Healthcare,1-50
298,Company_0298,Hospitality,1000+
299,Company_0299,Education,1-50
300,Company_0300,Manufacturing,1000+
301,Company_0301,Education,1000+
302,Company_0302,Finance,1000+
303,Company_0303,Retail,201-1000
304,Company_0304,Education,201-1000
305,Company_0305,Logistics,201-1000
306,Company_0306,Technology,201-1000
307,Company_0307,Manufacturing,201-1000
308,Company_0308,Education,1-50
309,Company_0309,Retail,51-200
310,Company_0310,Technology,1-50
311,Company_0311,Finance,1-50
312,Company_0312,Finance,51-200
313,Company_0313,Retail,201-1000
314,Company_0314,Retail,1000+
315,Company_0315,Finance,51-200
316,Company_0316,Technology,1-50
317,Company_0317,Manufacturing,1000+
318,Company_0318,Finance,1-50
319,Company_0319,Healthcare,1-50
320,Company_0320,Manufacturing,1000+
321,Company_0321,Education,1-50
322,Company_0322,Manufacturing,1-50
323,Company_0323,Education,51-200
324,Company_0324,Healthcare,51-200
325,Company_0325,Manufacturing,1-50
326,Company_0326,Technology,1-50
327,Company_0327,Retail,1000+
328,Company_0328,Logistics,1-50
329,Company_0329,Technology,51-200
330,Company_0330,Retail,51-200
331,Company_0331,Healthcare,1-50
332,Company_0332,Education,1-50
333,Company_0333,Retail,51-200
334,Company_0334,Finance,51-200
335,Company_0335,Education,201-1000
336,Company_0336,Logistics,51-200
337,Company_0337,Retail,51-200
338,Company_0338,Education,201-1000
339,Company_0339,Education,1-50
340,Company_0340,Finance,201-1000
341,Company_0341,Manufacturing,51-200
342,Company_0342,Healthcare,201-1000
343,Company_0343,Healthcare,201-1000
344,Company_0344,Education,1-50
345,Company_0345,Logistics,201-1000
346,Company_0346,Retail,201-1000
347,Company_0347,Education,201-1000
348,Company_0348,Technology,1-50
349,Company_0349,Finance,1-50
350,Company_0350,Education,1-50
351,Company_0351,Manufacturing,1-50
352,Company_0352,Retail,51-200
353,Company_0353,Technology,51-200
354,Company_0354,Education,51-200
355,Company_0355,Retail,1-50
356,Company_0356,Education,51-200
357,Company_0357,Technology,1-50
358,Company_0358,Retail,1-50
359,Company_0359,Finance,1-50
360,Company_0360,Finance,1-50
361,Company_0361,Retail,51-200
362,Company_0362,Hospitality,201-1000
363,Company_0363,Hospitality,51-200
364,Company_0364,Hospitality,1-50
365,Company_0365,Manufacturing,1000+
366,Company_0366,Healthcare,201-1000
367,Company_0367,Healthcare,51-200
368,Company_0368,Education,201-1000
369,Company_0369,Finance,1-50
370,Company_0370,Education,51-200
371,Company_0371,Retail,201-1000
372,Company_0372,Retail,51-200
373,Company_0373,Education,1-50
374,Company_0374,Retail,51-200
375,Company_0375,Retail,1-50
376,Company_0376,Hospitality,1-50
377,Company_0377,Hospitality,1000+
378,Company_0378,Healthcare,1000+
379,Company_0379,Logistics,51-200
380,Company_0380,Healthcare,51-200
381,Company_0381,Education,201-1000
382,Company_0382,Hospitality,1-50
383,Company_0383,Technology,1000+
384,Company_0384,Healthcare,201-1000
385,Company_0385,Education,201-1000
386,Company_0386,Retail,201-1000
387,Company_0387,Healthcare,1-50
388,Company_0388,Hospitality,1-50
389,Company_0389,Finance,1-50
390,Company_0390,Retail,1-50
391,Company_0391,Finance,1-50
392,Company_0392,Hospitality,201-1000
393,Company_0393,Logistics,201-1000
394,Company_0394,Retail,201-1000
395,Company_0395,Manufacturing,1-50
396,Company_0396,Technology,1-50
397,Company_0397,Education,201-1000
398,Company_0398,Technology,51-200
399,Company_0399,Retail,51-200
400,Company_0400,Logistics,201-1000
401,Company_0401,Hospitality,1-50
402,Company_0402,Hospitality,1000+
403,Company_0403,Hospitality,1-50
404,Company_0404,Healthcare,201-1000
405,Company_0405,Education,51-200
406,Company_0406,Retail,1-50
407,Company_0407,Hospitality,201-1000
408,Company_0408,Hospitality,51-200
409,Company_0409,Hospitality,1-50
410,Company_0410,Education,1-50
411,Company_0411,Finance,51-200
412,Company_0412,Logistics,1-50
413,Company_0413,Manufacturing,201-1000
414,Company_0414,Technology,51-200
415,Company_0415,Education,201-1000
416,Company_0416,Healthcare,1-50
417,Company_0417,Healthcare,51-200
418,Company_0418,Logistics,1-50
419,Company_0419,Manufacturing,1-50
420,Company_0420,Technology,51-200
421,Company_0421,Finance,1-50
422,Company_0422,Technology,201-1000
423,Company_0423,Logistics,1-50
424,Company_0424,Healthcare,1-50
425,Company_0425,Finance,1000+
426,Company_0426,Hospitality,1-50
427,Company_0427,Manufacturing,51-200
428,Company_0428,Education,1-50
429,Company_0429,Logistics,1000+
430,Company_0430,Healthcare,1000+
431,Company_0431,Hospitality,201-1000
432,Company_0432,Logistics,201-1000
433,Company_0433,Healthcare,1-50
434,Company_0434,Logistics,1-50
435,Company_0435,Healthcare,51-200
436,Company_0436,Retail,51-200
437,Company_0437,Finance,1-50
438,Company_0438,Education,51-200
439,Company_0439,Retail,1-50
440,Company_0440,Technology,1-50
441,Company_0441,Logistics,201-1000
442,Company_0442,Healthcare,201-1000
443,Company_0443,Technology,1-50
444,Company_0444,Retail,1000+
445,Company_0445,Retail,1-50
446,Company_0446,Retail,1-50
447,Company_0447,Hospitality,201-1000
448,Company_0448,Healthcare,1-50
449,Company_0449,Retail,51-200
450,Company_0450,Retail,201-1000
451,Company_0451,Manufacturing,1-50
452,Company_0452,Technology,1-50
453,Company_0453,Hospitality,1-50
454,Company_0454,Logistics,1-50
455,Company_0455,Logistics,51-200
456,Company_0456,Retail,1000+
457,Company_0457,Logistics,201-1000
458,Company_0458,Manufacturing,1-50
459,Company_0459,Manufacturing,201-1000
460,Company_0460,Manufacturing,1-50
461,Company_0461,Healthcare,51-200
462,Company_0462,Finance,201-1000
463,Company_0463,Education,1-50
464,Company_0464,Manufacturing,1-50
465,Company_0465,Retail,201-1000
466,Company_0466,Hospitality,51-200
467,Company_0467,Logistics,1000+
468,Company_0468,Technology,51-200
469,Company_0469,Retail,1-50
470,Company_0470,Education,51-200
471,Company_0471,Hospitality,1-50
472,Company_0472,Healthcare,1-50
473,Company_0473,Hospitality,1-50
474,Company_0474,Logistics,51-200
475,Company_0475,Logistics,1000+
476,Company_0476,Retail,51-200
477,Company_0477,Retail,51-200
478,Company_0478,Logistics,1000+
479,Company_0479,Manufacturing,1-50
480,Company_0480,Retail,201-1000
481,Company_0481,Healthcare,1000+
482,Company_0482,Healthcare,1-50
483,Company_0483,Technology,201-1000
484,Company_0484,Education,1000+
485,Company_0485,Manufacturing,1-50
486,Company_0486,Finance,1-50
487,Company_0487,Manufacturing,51-200
488,Company_0488,Technology,201-1000
489,Company_0489,Manufacturing,1000+
490,Company_0490,Retail,1-50
491,Company_0491,Logistics,201-1000
492,Company_0492,Technology,1-50
493,Company_0493,Technology,1-50
494,Company_0494,Technology,51-200
495,Company_0495,Education,1000+
496,Company_0496,Logistics,51-200
497,Company_0497,Technology,1-50
498,Company_0498,Technology,1-50
499,Company_0499,Manufacturing,51-200
500,Company_0500,Education,1-50
501,Company_0501,Finance,1000+
502,Company_0502,Finance,1000+
503,Company_0503,Hospitality,1-50
504,Company_0504,Education,1-50
505,Company_0505,Hospitality,1-50
506,Company_0506,Retail,51-200
507,Company_0507,Hospitality,1-50
508,Company_0508,Retail,201-1000
509,Company_0509,Healthcare,201-1000
510,Company_0510,Finance,1-50
511,Company_0511,Healthcare,51-200
512,Company_0512,Hospitality,201-1000
513,Company_0513,Hospitality,201-1000
514,Company_0514,Technology,1000+
515,Company_0515,Finance,1-50
516,Company_0516,Manufacturing,201-1000
517,Company_0517,Manufacturing,1-50
518,Company_0518,Education,51-200
519,Company_0519,Finance,1-50
520,Company_0520,Manufacturing,51-200
521,Company_0521,Technology,1-50
522,Company_0522,Retail,51-200
523,Company_0523,Retail,1000+
524,Company_0524,Hospitality,51-200
525,Company_0525,Education,1-50
526,Company_0526,Technology,1-50
527,Company_0527,Retail,51-200
528,Company_0528,Retail,201-1000
529,Company_0529,Healthcare,51-200
530,Company_0530,Logistics,201-1000
531,Company_0531,Education,1-50
532,Company_0532,Retail,1-50
533,Company_0533,Technology,201-1000
534,Company_0534,Healthcare,51-200
535,Company_0535,Hospitality,51-200
536,Company_0536,Technology,51-200
537,Company_0537,Hospitality,1-50
538,Company_0538,Finance,1000+
539,Company_0539,Technology,51-200
540,Company_0540,Finance,51-200
541,Company_0541,Healthcare,201-1000
542,Company_0542,Technology,1-50
543,Company_0543,Education,1-50
544,Company_0544,Education,1-50
545,Company_0545,Technology,201-1000
546,Company_0546,Finance,51-200
547,Company_0547,Technology,1000+
548,Company_0548,Retail,1-50
549,Company_0549,Hospitality,201-1000
550,Company_0550,Education,1-50
551,Company_0551,Logistics,1-50
552,Company_0552,Retail,51-200
553,Company_0553,Technology,201-1000
554,Company_0554,Technology,201-1000
555,Company_0555,Education,51-200
556,Company_0556,Finance,201-1000
557,Company_0557,Healthcare,1000+
558,Company_0558,Healthcare,1-50
559,Company_0559,Logistics,51-200
560,Company_0560,Manufacturing,51-200
561,Company_0561,Finance,201-1000
562,Company_0562,Healthcare,1-50
563,Company_0563,Healthcare,1-50
564,Company_0564,Manufacturing,51-200
565,Company_0565,Retail,201-1000
566,Company_0566,Logistics,1-50
567,Company_0567,Education,51-200
568,Company_0568,Finance,51-200
569,Company_0569,Healthcare,51-200
570,Company_0570,Education,1-50
571,Company_0571,Retail,1000+
572,Company_0572,Education,201-1000
573,Company_0573,Technology,1-50
574,Company_0574,Finance,51-200
575,Company_0575,Hospitality,1-50
576,Company_0576,Hospitality,1000+
577,Company_0577,Healthcare,51-200
578,Company_0578,Finance,201-1000
579,Company_0579,Finance,51-200
580,Company_0580,Retail,1-50
581,Company_0581,Logistics,51-200
582,Company_0582,Manufacturing,51-200
583,Company_0583,Logistics,1000+
584,Company_0584,Logistics,1-50
585,Company_0585,Healthcare,201-1000
586,Company_0586,Manufacturing,1-50
587,Company_0587,Hospitality,51-200
588,Company_0588,Education,51-200
589,Company_0589,Finance,201-1000
590,Company_0590,Retail,51-200
591,Company_0591,Healthcare,201-1000
592,Company_0592,Manufacturing,1-50
593,Company_0593,Technology,1-50
594,Company_0594,Finance,51-200
595,Company_0595,Education,1-50
596,Company_0596,Logistics,51-200
597,Company_0597,Hospitality,51-200
598,Company_0598,Manufacturing,201-1000
599,Company_0599,Education,1000+
600,Company_0600,Education,51-200
