job_id,company_id,title,category,posted_date,is_remote
99,356,Sales,Customer Support,2025-12-28,0
100,378,Marketing,Operations,2025-08-17,0
101,580,Operations,Customer Support,2026-03-20,1
102,256,Customer Support,Software Engineering,2025-08-21,0
103,60,Design,Design,2025-12-19,1
104,132,Operations,Finance & Accounting,2025-12-06,0
105,515,Operations,Design,2026-01-07,0
106,258,Design,Finance & Accounting,2025-08-24,0
107,25,Finance & Accounting,Operations,2026-04-16,0
108,484,Operations,Software Engineering,2025-11-05,0
109,339,Customer Support,Customer Support,2025-09-30,1
110,390,Operations,Software Engineering,2026-02-11,0
111,151,Finance & Accounting,Finance & Accounting,2026-01-12,0
112,388,Customer Support,Marketing,2025-12-17,0
113,456,Data & Analytics,Marketing,2025-10-08,0
114,39,Marketing,Marketing,2025-12-06,0
115,58,Customer Support,Customer Support,2026-03-26,0
116,73,Data & Analytics,Customer Support,2026-01-16,0
117,87,Marketing,Data & Analytics,2026-03-17,0
118,267,Customer Support,Software Engineering,2026-02-12,1
119,265,Finance & Accounting,Finance & Accounting,2026-03-31,0
120,115,Sales,Marketing,2025-09-25,0
121,185,Operations,Customer Support,2026-01-07,1
122,421,Customer Support,Marketing,2026-01-19,1
123,458,Software Engineering,Data & Analytics,2026-03-15,0
124,440,Finance & Accounting,Design,2025-10-11,0
125,320,Customer Support,Design,2025-12-15,0
126,383,Design,Sales,2025-10-24,1
127,575,Customer Support,Operations,2026-01-16,0
128,465,Design,Sales,2026-02-09,0
129,137,Software Engineering,Sales,2026-01-27,1
130,404,Design,Marketing,2026-04-20,1
131,530,Customer Support,Operations,2026-01-28,0
132,82,Customer Support,Customer Support,2026-04-02,1
133,531,Finance & Accounting,Operations,2025-09-12,0
134,344,Sales,Operations,2026-02-18,0
135,137,Operations,Design,2026-02-02,0
136,119,Marketing,Customer Support,2026-03-29,0
137,452,Sales,Design,2025-08-29,0
138,60,Operations,Finance & Accounting,2025-12-09,0
139,540,Sales,Customer Support,2025-11-10,0
140,427,Operations,Data & Analytics,2026-02-23,0
141,545,Design,Data & Analytics,2025-11-11,0
142,266,Data & Analytics,Finance & Accounting,2025-09-27,0
143,28,Operations,Sales,2026-01-01,0
144,526,Design,Data & Analytics,2026-01-24,0
145,58,Marketing,Customer Support,2026-02-09,1
146,173,Finance & Accounting,Sales,2025-10-09,1
147,351,Operations,Design,2026-03-31,0
148,164,Finance & Accounting,Software Engineering,2026-04-28,0
149,3,Design,Operations,2026-03-08,0
150,321,Data & Analytics,Customer Support,2025-12-22,0
151,436,Operations,Software Engineering,2026-02-18,0
152,409,Sales,Data & Analytics,2025-08-20,1
153,324,Operations,Marketing,2026-02-03,0
154,73,Sales,Data & Analytics,2025-12-16,0
155,125,Software Engineering,Sales,2026-01-05,0
156,115,Customer Support,Finance & Accounting,2025-09-11,0
157,165,Operations,Operations,2025-12-03,0
158,13,Marketing,Customer Support,2026-01-26,0
159,110,Finance & Accounting,Sales,2025-12-27,0
160,425,Software Engineering,Design,2025-08-14,0
161,157,Operations,Marketing,2025-11-25,0
162,60,Sales,Finance & Accounting,2026-02-08,0
163,117,Marketing,Sales,2025-08-16,1
164,387,Sales,Customer Support,2025-11-18,0
165,278,Design,Sales,2025-09-08,0
166,583,Finance & Accounting,Customer Support,2026-03-31,0
167,468,Data & Analytics,Marketing,2025-09-08,0
168,204,Operations,Sales,2025-10-18,0
169,331,Finance & Accounting,Design,2025-12-11,1
170,403,Software Engineering,Marketing,2026-01-02,0
171,596,Finance & Accounting,Sales,2025-10-21,1
172,221,Software Engineering,Data & Analytics,2025-12-22,0
173,25,Data & Analytics,Operations,2026-01-16,0
174,234,Data & Analytics,Sales,2025-12-03,0
175,207,Marketing,Finance & Accounting,2026-02-21,1
176,428,Marketing,Marketing,2025-12-18,0
177,159,Operations,Finance & Accounting,2026-01-08,0
178,398,Design,Customer Support,2025-10-19,0
179,479,Data & Analytics,Software Engineering,2026-02-13,1
180,563,Design,Sales,2026-04-13,1
181,292,Customer Support,Marketing,2026-04-13,0
182,24,Software Engineering,Marketing,2026-04-12,0
183,418,Design,Data & Analytics,2025-11-09,0
184,514,Software Engineering,Sales,2025-11-08,1
185,52,Marketing,Customer Support,2026-02-23,0
186,525,Design,Customer Support,2025-10-19,1
187,462,Design,Finance & Accounting,2026-04-15,0
188,19,Operations,Operations,2025-08-14,0
189,1,Software Engineering,Software Engineering,2026-01-17,0
190,147,Operations,Finance & Accounting,2025-09-23,1
191,42,Data & Analytics,Design,2026-04-24,0
192,360,Data & Analytics,Finance & Accounting,2025-10-14,0
193,599,Operations,Sales,2025-08-26,0
194,140,Operations,Sales,2026-02-28,0
195,502,Software Engineering,Customer Support,2025-10-04,1
196,181,Software Engineering,Finance & Accounting,2025-11-29,0
197,118,Design,Customer Support,2026-04-22,1
198,120,Finance & Accounting,Sales,2025-09-09,0
199,299,Marketing,Sales,2025-10-21,0
200,455,Customer Support,Operations,2026-02-20,0
201,174,Operations,Software Engineering,2025-09-11,0
202,483,Software Engineering,Software Engineering,2025-12-23,0
203,30,Software Engineering,Operations,2025-09-01,0
204,294,Sales,Data & Analytics,2025-12-03,0
205,550,Sales,Software Engineering,2025-11-08,0
206,526,Design,Customer Support,2025-11-25,0
207,104,Marketing,Software Engineering,2025-12-05,1
208,82,Operations,Marketing,2025-10-11,1
209,94,Marketing,Design,2026-02-16,0
210,199,Customer Support,Operations,2025-12-27,0
211,231,Operations,Software Engineering,2025-10-01,0
212,248,Customer Support,Marketing,2025-11-16,0
213,416,Operations,Finance & Accounting,2025-12-02,0
214,508,Sales,Data & Analytics,2025-12-18,0
215,414,Design,Data & Analytics,2025-12-22,0
216,460,Marketing,Customer Support,2026-03-14,0
217,109,Software Engineering,Design,2026-04-18,0
218,41,Finance & Accounting,Operations,2026-04-14,1
219,209,Design,Design,2026-01-01,0
220,208,Customer Support,Sales,2026-01-23,0
221,428,Finance & Accounting,Marketing,2025-12-27,1
222,310,Operations,Data & Analytics,2025-08-16,0
223,350,Marketing,Software Engineering,2026-04-10,1
224,75,Sales,Finance & Accounting,2025-09-11,0
225,444,Data & Analytics,Sales,2026-03-06,1
226,68,Software Engineering,Sales,2026-03-24,0
227,32,Sales,Operations,2025-12-09,0
228,21,Design,Finance & Accounting,2026-04-28,0
229,167,Customer Support,Operations,2025-12-29,0
230,335,Data & Analytics,Finance & Accounting,2026-03-13,1
231,596,Operations,Design,2026-04-12,0
232,49,Data & Analytics,Software Engineering,2026-04-16,0
233,361,Marketing,Data & Analytics,2025-09-30,0
234,591,Sales,Operations,2025-12-10,0
235,218,Finance & Accounting,Operations,2026-01-26,0
236,250,Design,Marketing,2025-10-10,0
237,311,Data & Analytics,Finance & Accounting,2026-04-28,0
238,36,Marketing,Sales,2025-11-17,0
239,427,Software Engineering,Software Engineering,2026-03-09,0
240,105,Design,Customer Support,2025-10-26,0
241,221,Design,Customer Support,2026-04-14,1
242,150,Data & Analytics,Customer Support,2025-12-11,0
243,460,Customer Support,Software Engineering,2025-09-19,1
244,550,Design,Marketing,2025-10-30,0
245,536,Customer Support,Finance & Accounting,2025-11-10,0
246,357,Data & Analytics,Marketing,2025-09-13,0
247,251,Marketing,Marketing,2026-02-11,1
248,204,Customer Support,Customer Support,2026-02-25,1
249,547,Software Engineering,Sales,2025-09-05,1
250,420,Customer Support,Sales,2025-11-02,1
251,541,Data & Analytics,Software Engineering,2026-01-24,0
252,141,Software Engineering,Design,2025-12-16,1
253,484,Operations,Operations,2026-04-20,0
254,457,Marketing,Operations,2025-11-30,0
255,396,Design,Marketing,2025-11-22,0
256,272,Sales,Software Engineering,2025-08-14,0
257,451,Design,Data & Analytics,2026-03-07,0
258,179,Design,Operations,2026-01-26,0
259,32,Software Engineering,Marketing,2025-09-20,0
260,394,Software Engineering,Operations,2025-09-09,1
261,322,Operations,Data & Analytics,2025-12-13,0
262,483,Design,Design,2025-10-03,0
263,57,Sales,Data & Analytics,2026-01-09,1
264,24,Sales,Design,2026-02-22,1
265,545,Operations,Sales,2025-08-20,0
266,538,Sales,Operations,2025-08-24,0
267,528,Software Engineering,Marketing,2025-12-31,1
268,406,Finance & Accounting,Customer Support,2026-03-01,1
269,311,Finance & Accounting,Sales,2026-02-21,0
270,249,Design,Customer Support,2025-08-18,0
271,213,Software Engineering,Finance & Accounting,2026-04-12,0
272,494,Marketing,Data & Analytics,2025-10-07,0
273,464,Finance & Accounting,Marketing,2025-11-18,1
274,546,Finance & Accounting,Finance & Accounting,2026-02-14,0
275,173,Software Engineering,Sales,2026-01-10,0
276,445,Customer Support,Finance & Accounting,2026-04-28,0
277,337,Design,Finance & Accounting,2026-04-19,0
278,501,Software Engineering,Software Engineering,2025-11-27,1
279,407,Finance & Accounting,Software Engineering,2026-02-22,0
280,567,Software Engineering,Customer Support,2025-09-29,0
281,458,Operations,Operations,2026-02-23,0
282,102,Sales,Sales,2025-10-08,1
283,220,Sales,Software Engineering,2026-01-11,1
284,387,Design,Design,2025-12-05,1
285,329,Operations,Design,2025-10-03,1
286,449,Design,Marketing,2025-09-20,1
287,560,Operations,Finance & Accounting,2025-12-12,1
288,486,Sales,Finance & Accounting,2025-09-08,0
289,191,Software Engineering,Finance & Accounting,2025-10-23,1
290,240,Finance & Accounting,Data & Analytics,2025-12-20,0
291,419,Finance & Accounting,Design,2025-10-10,0
292,559,Operations,Software Engineering,2025-11-21,0
293,404,Marketing,Sales,2026-01-03,0
294,197,Operations,Sales,2026-02-16,1
295,154,Design,Finance & Accounting,2025-11-29,1
296,269,Marketing,Data & Analytics,2026-03-15,0
297,30,Operations,Sales,2026-01-06,0
298,552,Design,Data & Analytics,2025-08-23,0
299,373,Marketing,Design,2026-03-24,0
300,401,Data & Analytics,Marketing,2026-03-05,1
301,104,Operations,Finance & Accounting,2025-08-15,0
302,42,Finance & Accounting,Customer Support,2026-02-04,0
303,479,Software Engineering,Data & Analytics,2025-09-20,0
304,510,Data & Analytics,Sales,2025-09-25,0
305,426,Data & Analytics,Software Engineering,2025-12-18,0
306,29,Software Engineering,Software Engineering,2025-09-27,0
307,259,Data & Analytics,Customer Support,2026-02-06,0
308,369,Sales,Software Engineering,2025-12-21,0
309,530,Customer Support,Finance & Accounting,2026-01-24,0
310,392,Design,Customer Support,2025-09-09,0
311,68,Design,Operations,2026-04-21,0
312,109,Finance & Accounting,Finance & Accounting,2026-04-06,1
313,273,Finance & Accounting,Sales,2025-12-30,0
314,393,Software Engineering,Data & Analytics,2026-03-18,0
315,64,Customer Support,Sales,2025-08-27,0
316,223,Software Engineering,Operations,2026-02-22,0
317,235,Design,Design,2026-03-17,0
318,436,Data & Analytics,Customer Support,2026-03-29,0
319,265,Data & Analytics,Marketing,2025-12-25,1
320,188,Sales,Data & Analytics,2026-04-12,0
321,239,Software Engineering,Finance & Accounting,2026-04-01,0
322,364,Sales,Data & Analytics,2025-10-11,1
323,190,Data & Analytics,Design,2026-01-15,1
324,235,Finance & Accounting,Design,2025-12-23,1
325,533,Operations,Design,2026-04-22,0
326,594,Operations,Marketing,2025-11-06,0
327,440,Design,Data & Analytics,2025-10-27,0
328,536,Customer Support,Customer Support,2026-01-09,0
329,447,Data & Analytics,Design,2025-10-08,0
330,329,Marketing,Marketing,2026-01-10,1
331,395,Marketing,Software Engineering,2026-03-26,0
332,281,Sales,Marketing,2026-02-09,0
333,452,Operations,Design,2025-10-05,0
334,222,Software Engineering,Operations,2025-10-19,0
335,428,Data & Analytics,Software Engineering,2026-01-11,0
336,19,Software Engineering,Finance & Accounting,2025-10-15,0
337,132,Customer Support,Operations,2025-11-29,1
338,500,Finance & Accounting,Software Engineering,2025-11-20,0
339,475,Finance & Accounting,Data & Analytics,2026-01-13,0
340,276,Customer Support,Software Engineering,2026-04-10,0
341,91,Marketing,Finance & Accounting,2025-09-18,0
342,452,Software Engineering,Operations,2025-10-01,1
343,250,Finance & Accounting,Sales,2026-02-19,0
344,571,Data & Analytics,Sales,2025-10-28,1
345,364,Operations,Data & Analytics,2025-09-05,1
346,169,Design,Marketing,2026-03-19,0
347,287,Marketing,Sales,2025-10-03,0
348,517,Customer Support,Software Engineering,2026-03-31,0
349,528,Data & Analytics,Customer Support,2026-01-24,0
350,92,Data & Analytics,Operations,2025-10-03,1
351,405,Software Engineering,Operations,2026-03-07,0
352,337,Operations,Software Engineering,2025-08-27,0
353,109,Sales,Data & Analytics,2026-02-12,0
354,36,Customer Support,Operations,2025-08-27,0
355,412,Finance & Accounting,Finance & Accounting,2025-12-10,0
356,52,Finance & Accounting,Data & Analytics,2026-03-19,0
357,5,Design,Operations,2025-11-08,0
358,469,Finance & Accounting,Software Engineering,2026-04-28,0
359,552,Finance & Accounting,Software Engineering,2025-08-27,0
360,201,Marketing,Finance & Accounting,2026-02-02,0
361,299,Operations,Marketing,2025-10-06,0
362,195,Software Engineering,Software Engineering,2025-12-12,1
363,492,Sales,Data & Analytics,2025-10-05,0
364,351,Software Engineering,Design,2025-09-09,1
365,230,Marketing,Design,2025-08-27,0
366,147,Software Engineering,Operations,2025-12-13,1
367,479,Operations,Data & Analytics,2025-12-24,0
368,478,Sales,Data & Analytics,2026-02-06,0
369,163,Design,Sales,2026-02-12,1
370,11,Operations,Operations,2025-08-25,0
371,550,Design,Operations,2026-01-10,0
372,355,Operations,Finance & Accounting,2025-11-22,0
373,101,Sales,Finance & Accounting,2026-02-05,0
374,136,Sales,Data & Analytics,2026-01-24,0
375,253,Finance & Accounting,Operations,2025-08-25,0
376,148,Operations,Finance & Accounting,2026-02-28,0
377,459,Design,Data & Analytics,2026-03-10,0
378,163,Finance & Accounting,Software Engineering,2026-02-14,0
379,94,Design,Customer Support,2026-03-17,0
380,57,Design,Sales,2025-08-24,1
381,421,Operations,Software Engineering,2026-04-07,1
382,184,Finance & Accounting,Marketing,2025-10-03,0
383,8,Operations,Operations,2025-11-26,1
384,36,Marketing,Finance & Accounting,2026-01-05,1
385,97,Data & Analytics,Customer Support,2026-04-27,0
386,546,Marketing,Customer Support,2025-11-25,1
387,525,Finance & Accounting,Data & Analytics,2025-08-25,1
388,168,Design,Sales,2025-09-09,0
389,390,Data & Analytics,Sales,2026-03-30,1
390,118,Software Engineering,Sales,2025-11-24,1
391,266,Design,Operations,2025-11-27,0
392,107,Software Engineering,Marketing,2025-11-02,0
393,19,Data & Analytics,Marketing,2025-10-02,1
394,356,Operations,Customer Support,2025-10-07,0
395,575,Finance & Accounting,Customer Support,2026-01-04,0
396,485,Operations,Customer Support,2025-12-25,0
397,594,Design,Marketing,2026-03-30,1
398,376,Marketing,Customer Support,2025-08-13,0
399,173,Operations,Software Engineering,2025-10-03,0
400,415,Operations,Software Engineering,2026-03-29,0
401,442,Sales,Sales,2025-08-23,0
402,434,Design,Customer Support,2025-10-27,0
403,156,Operations,Design,2025-11-18,0
404,252,Data & Analytics,Customer Support,2026-01-16,1
405,484,Marketing,Marketing,2025-09-13,1
406,417,Marketing,Software Engineering,2026-03-10,1
407,116,Customer Support,Data & Analytics,2026-02-22,0
408,224,Sales,Data & Analytics,2026-02-01,0
409,131,Operations,Marketing,2026-02-13,0
410,339,Design,Marketing,2026-04-03,0
411,543,Finance & Accounting,Customer Support,2025-11-22,0
412,3,Operations,Software Engineering,2026-01-10,0
413,429,Sales,Data & Analytics,2026-02-09,0
414,332,Finance & Accounting,Sales,2026-01-14,1
415,96,Design,Software Engineering,2025-10-28,0
416,50,Design,Customer Support,2026-04-13,0
417,255,Finance & Accounting,Customer Support,2025-09-13,1
418,441,Software Engineering,Software Engineering,2025-12-06,1
419,311,Customer Support,Data & Analytics,2025-12-16,0
420,15,Finance & Accounting,Finance & Accounting,2025-12-03,0
421,172,Design,Marketing,2026-04-25,0
422,179,Operations,Marketing,2026-04-08,1
423,208,Finance & Accounting,Sales,2026-03-07,0
424,142,Finance & Accounting,Data & Analytics,2026-03-02,1
425,67,Operations,Design,2025-08-20,0
426,21,Finance & Accounting,Sales,2026-02-06,1
427,539,Customer Support,Operations,2025-10-07,1
428,226,Customer Support,Customer Support,2026-03-05,0
429,439,Data & Analytics,Data & Analytics,2025-12-03,0
430,159,Customer Support,Sales,2025-11-22,0
431,597,Operations,Customer Support,2025-11-25,0
432,380,Sales,Data & Analytics,2026-04-08,0
433,25,Operations,Customer Support,2025-12-07,0
434,60,Customer Support,Sales,2025-10-10,1
435,342,Design,Marketing,2026-03-23,0
436,23,Data & Analytics,Marketing,2026-04-21,0
437,468,Customer Support,Design,2026-01-21,1
438,164,Design,Marketing,2026-01-23,1
439,266,Design,Sales,2025-09-19,1
440,28,Marketing,Marketing,2025-12-07,0
441,257,Software Engineering,Finance & Accounting,2025-12-22,1
442,337,Sales,Design,2025-09-07,1
443,181,Operations,Finance & Accounting,2025-10-04,1
444,261,Operations,Design,2025-09-28,1
445,43,Marketing,Data & Analytics,2025-08-14,0
446,74,Operations,Customer Support,2025-11-08,0
447,385,Marketing,Marketing,2025-09-20,0
448,587,Operations,Design,2026-02-11,0
449,378,Finance & Accounting,Marketing,2026-02-02,1
450,391,Operations,Operations,2025-09-20,1
451,587,Data & Analytics,Customer Support,2026-04-17,1
452,560,Marketing,Customer Support,2025-10-04,0
453,200,Software Engineering,Marketing,2025-10-31,0
454,45,Operations,Design,2025-12-27,1
455,413,Finance & Accounting,Sales,2026-04-26,1
456,232,Data & Analytics,Sales,2025-12-28,0
457,567,Sales,Marketing,2025-08-24,1
458,244,Marketing,Software Engineering,2026-04-27,0
459,534,Finance & Accounting,Software Engineering,2026-01-03,1
460,94,Finance & Accounting,Data & Analytics,2026-01-30,1
461,460,Operations,Marketing,2026-03-04,0
462,251,Design,Software Engineering,2026-01-17,1
463,176,Operations,Marketing,2025-12-05,0
464,574,Data & Analytics,Finance & Accounting,2025-08-20,0
465,404,Design,Operations,2026-01-13,1
466,366,Sales,Data & Analytics,2025-10-04,1
467,142,Customer Support,Customer Support,2025-12-20,1
468,143,Customer Support,Software Engineering,2026-02-07,1
469,590,Sales,Customer Support,2026-03-03,1
470,404,Marketing,Finance & Accounting,2026-01-08,1
471,239,Design,Finance & Accounting,2026-03-23,1
472,19,Customer Support,Sales,2025-10-10,0
473,163,Data & Analytics,Sales,2025-10-14,1
474,568,Data & Analytics,Finance & Accounting,2026-04-10,1
475,173,Data & Analytics,Marketing,2026-02-02,0
476,41,Sales,Software Engineering,2026-01-23,0
477,487,Customer Support,Operations,2025-11-27,0
478,462,Finance & Accounting,Operations,2026-01-12,0
479,334,Design,Data & Analytics,2025-08-20,1
480,296,Operations,Finance & Accounting,2025-10-09,0
481,329,Software Engineering,Design,2026-03-10,0
482,9,Customer Support,Customer Support,2025-10-29,1
483,355,Design,Finance & Accounting,2026-03-13,1
484,316,Design,Customer Support,2025-08-21,1
485,348,Marketing,Design,2025-11-13,0
486,448,Operations,Finance & Accounting,2025-09-05,0
487,396,Software Engineering,Marketing,2025-11-20,1
488,103,Software Engineering,Operations,2026-02-17,1
489,360,Marketing,Marketing,2025-10-29,0
490,587,Operations,Design,2025-08-15,1
491,257,Software Engineering,Data & Analytics,2026-04-09,1
492,45,Design,Operations,2025-12-18,0
493,588,Data & Analytics,Customer Support,2026-04-15,0
494,544,Finance & Accounting,Software Engineering,2026-03-05,0
495,445,Sales,Customer Support,2026-03-17,0
496,468,Marketing,Software Engineering,2026-01-23,0
497,515,Finance & Accounting,Customer Support,2025-12-11,0
498,56,Software Engineering,Operations,2026-04-28,0
499,206,Software Engineering,Finance & Accounting,2025-11-27,0
500,73,Software Engineering,Operations,2026-03-06,0
501,487,Sales,Marketing,2026-04-22,1
502,406,Operations,Finance & Accounting,2025-09-21,0
503,21,Finance & Accounting,Customer Support,2025-10-01,0
504,65,Software Engineering,Operations,2026-04-11,1
505,17,Customer Support,Sales,2026-01-12,1
506,124,Sales,Sales,2026-03-13,0
507,446,Data & Analytics,Customer Support,2026-04-17,0
508,299,Marketing,Software Engineering,2026-01-04,0
509,369,Design,Operations,2026-03-27,0
510,28,Data & Analytics,Marketing,2026-02-03,0
511,416,Data & Analytics,Sales,2025-08-31,0
512,234,Data & Analytics,Data & Analytics,2026-01-21,0
513,306,Design,Sales,2025-08-17,0
514,435,Marketing,Sales,2025-09-23,1
515,102,Sales,Marketing,2025-09-22,0
516,554,Design,Marketing,2026-02-19,1
517,399,Design,Data & Analytics,2025-12-16,0
518,98,Marketing,Software Engineering,2026-03-27,0
519,89,Data & Analytics,Design,2026-01-14,1
520,517,Marketing,Customer Support,2025-11-11,0
521,422,Design,Finance & Accounting,2025-10-19,0
522,53,Design,Design,2025-11-17,0
523,251,Finance & Accounting,Sales,2025-11-06,1
524,140,Design,Finance & Accounting,2025-09-19,0
525,473,Data & Analytics,Marketing,2025-10-15,0
526,208,Finance & Accounting,Finance & Accounting,2026-04-15,0
527,340,Customer Support,Customer Support,2026-04-20,1
528,45,Marketing,Finance & Accounting,2025-12-06,0
529,276,Customer Support,Customer Support,2026-03-21,0
530,30,Customer Support,Finance & Accounting,2025-09-30,0
531,326,Operations,Marketing,2025-10-08,1
532,297,Design,Customer Support,2026-02-19,0
533,355,Operations,Marketing,2025-08-31,0
534,102,Operations,Sales,2026-02-23,0
535,253,Marketing,Sales,2026-02-20,0
536,125,Customer Support,Customer Support,2026-04-07,0
537,350,Marketing,Customer Support,2025-12-05,0
538,174,Sales,Sales,2025-09-29,1
539,30,Customer Support,Sales,2025-09-16,1
540,218,Marketing,Customer Support,2025-10-07,0
541,489,Marketing,Finance & Accounting,2025-12-23,1
542,389,Software Engineering,Finance & Accounting,2025-09-25,0
543,567,Marketing,Operations,2025-09-01,0
544,459,Design,Design,2025-09-15,0
545,415,Data & Analytics,Operations,2025-09-13,1
546,426,Operations,Data & Analytics,2025-08-15,1
547,89,Software Engineering,Data & Analytics,2026-02-01,0
548,580,Sales,Finance & Accounting,2026-02-08,0
549,12,Sales,Operations,2025-12-07,1
550,176,Finance & Accounting,Customer Support,2026-03-22,0
551,487,Operations,Marketing,2025-12-02,0
552,170,Customer Support,Data & Analytics,2026-02-21,1
553,431,Software Engineering,Operations,2026-01-26,0
554,355,Marketing,Finance & Accounting,2025-08-23,1
555,213,Software Engineering,Data & Analytics,2025-10-03,1
556,225,Finance & Accounting,Design,2026-03-06,0
557,199,Data & Analytics,Data & Analytics,2026-03-08,0
558,195,Sales,Marketing,2026-01-16,0
559,122,Finance & Accounting,Software Engineering,2025-10-10,1
560,261,Software Engineering,Marketing,2025-09-12,0
561,541,Customer Support,Sales,2026-02-01,0
562,565,Customer Support,Design,2025-12-14,0
563,99,Sales,Marketing,2025-11-13,0
564,538,Finance & Accounting,Operations,2026-03-07,0
565,533,Customer Support,Customer Support,2025-10-28,0
566,589,Software Engineering,Customer Support,2026-01-01,0
567,73,Finance & Accounting,Customer Support,2025-11-06,0
568,492,Software Engineering,Marketing,2026-03-05,0
569,87,Software Engineering,Sales,2025-09-20,0
570,385,Data & Analytics,Operations,2026-02-20,0
571,276,Marketing,Operations,2025-11-07,0
572,156,Operations,Sales,2025-11-18,0
