assignment_id,experiment_id,user_id,variant,assigned_ts
exp_1001_110,exp_1001,34222,treatment,2026-04-01 06:38:32
exp_1001_111,exp_1001,40890,treatment,2026-04-01 12:12:10
exp_1001_112,exp_1001,30347,control,2026-04-14 11:27:51
exp_1001_113,exp_1001,10725,treatment,2026-04-05 00:09:06
exp_1001_114,exp_1001,38402,treatment,2026-04-10 16:57:51
exp_1001_115,exp_1001,7271,treatment,2026-04-06 19:31:02
exp_1001_116,exp_1001,17341,control,2026-04-09 04:59:25
exp_1001_117,exp_1001,39346,treatment,2026-04-16 10:45:20
exp_1001_118,exp_1001,31889,treatment,2026-04-09 00:58:05
exp_1001_119,exp_1001,13541,control,2026-04-02 18:00:15
exp_1001_120,exp_1001,32182,treatment,2026-04-07 00:18:09
exp_1001_121,exp_1001,5047,control,2026-04-01 07:42:15
exp_1001_122,exp_1001,31520,control,2026-04-11 04:12:59
exp_1001_123,exp_1001,38197,treatment,2026-04-07 07:42:09
exp_1001_124,exp_1001,28463,control,2026-04-07 06:17:42
exp_1001_125,exp_1001,14217,control,2026-04-09 08:04:14
exp_1001_126,exp_1001,24673,treatment,2026-04-10 14:33:23
exp_1001_127,exp_1001,109,control,2026-04-05 19:31:54
exp_1001_128,exp_1001,25199,treatment,2026-04-04 08:20:38
exp_1001_129,exp_1001,5650,control,2026-04-05 09:47:28
exp_1001_130,exp_1001,31488,control,2026-04-06 22:33:54
exp_1001_131,exp_1001,27282,treatment,2026-04-14 03:04:04
exp_1001_132,exp_1001,21700,treatment,2026-04-05 22:31:18
exp_1001_133,exp_1001,38086,treatment,2026-04-06 15:17:03
exp_1001_134,exp_1001,23445,control,2026-04-09 20:18:24
exp_1001_135,exp_1001,41103,control,2026-04-01 17:34:29
exp_1001_136,exp_1001,6043,treatment,2026-04-11 18:35:30
exp_1001_137,exp_1001,26881,treatment,2026-04-17 06:39:00
exp_1001_138,exp_1001,40252,control,2026-04-10 07:50:10
exp_1001_139,exp_1001,9474,treatment,2026-04-17 03:20:01
exp_1001_140,exp_1001,6327,control,2026-04-16 20:07:37
exp_1001_141,exp_1001,23699,treatment,2026-04-13 23:58:52
exp_1001_142,exp_1001,14044,treatment,2026-04-05 18:37:27
exp_1001_143,exp_1001,3035,treatment,2026-04-10 09:45:40
exp_1001_144,exp_1001,39284,treatment,2026-04-16 20:11:30
exp_1001_145,exp_1001,17691,control,2026-04-01 00:02:20
exp_1001_146,exp_1001,41268,control,2026-04-04 17:46:37
exp_1001_147,exp_1001,24862,treatment,2026-04-18 17:17:29
exp_1001_148,exp_1001,458,treatment,2026-04-06 17:58:50
exp_1001_149,exp_1001,40582,treatment,2026-04-07 02:14:03
exp_1001_150,exp_1001,40738,treatment,2026-04-10 23:19:12
exp_1001_151,exp_1001,18590,treatment,2026-04-15 11:59:32
exp_1001_152,exp_1001,21653,control,2026-04-16 19:26:27
exp_1001_153,exp_1001,20927,treatment,2026-04-05 15:54:00
exp_1001_154,exp_1001,11319,control,2026-04-15 03:08:50
exp_1001_155,exp_1001,30296,control,2026-04-17 09:20:10
exp_1001_156,exp_1001,37637,control,2026-04-08 14:09:51
exp_1001_157,exp_1001,15915,control,2026-04-07 10:18:45
exp_1001_158,exp_1001,27476,control,2026-04-17 06:12:23
exp_1001_159,exp_1001,28393,control,2026-04-15 03:30:24
exp_1001_160,exp_1001,12344,control,2026-04-08 14:51:03
exp_1001_161,exp_1001,36473,control,2026-04-06 13:44:01
exp_1001_162,exp_1001,9257,treatment,2026-04-08 17:29:56
exp_1001_163,exp_1001,35981,control,2026-04-16 23:08:49
exp_1001_164,exp_1001,40925,control,2026-04-04 06:43:41
exp_1001_165,exp_1001,4626,control,2026-04-07 21:49:20
exp_1001_166,exp_1001,38875,control,2026-04-18 21:45:25
exp_1001_167,exp_1001,15224,treatment,2026-04-12 00:51:29
exp_1001_168,exp_1001,7499,treatment,2026-04-11 15:39:20
exp_1001_169,exp_1001,34430,treatment,2026-04-07 08:06:07
exp_1001_170,exp_1001,19152,control,2026-04-06 16:42:56
exp_1001_171,exp_1001,27302,control,2026-04-10 22:34:13
exp_1001_172,exp_1001,24026,control,2026-04-13 20:56:34
exp_1001_173,exp_1001,26472,control,2026-04-18 13:33:14
exp_1001_174,exp_1001,19071,treatment,2026-04-14 11:00:29
exp_1001_175,exp_1001,34348,control,2026-04-08 08:14:49
exp_1001_176,exp_1001,5831,treatment,2026-04-14 09:33:09
exp_1001_177,exp_1001,41887,treatment,2026-04-18 18:32:49
exp_1001_178,exp_1001,40505,control,2026-04-11 07:26:58
exp_1001_179,exp_1001,23891,control,2026-04-01 12:11:23
exp_1001_180,exp_1001,15393,treatment,2026-04-02 19:40:13
exp_1001_181,exp_1001,11127,control,2026-04-06 05:21:33
exp_1001_182,exp_1001,5119,control,2026-04-08 16:53:39
exp_1001_183,exp_1001,18523,control,2026-04-04 21:38:13
exp_1001_184,exp_1001,9731,treatment,2026-04-10 14:23:14
exp_1001_185,exp_1001,12920,control,2026-04-10 17:24:48
exp_1001_186,exp_1001,29903,control,2026-04-18 21:43:03
exp_1001_187,exp_1001,15263,control,2026-04-13 06:36:57
exp_1001_188,exp_1001,4643,control,2026-04-10 02:52:45
exp_1001_189,exp_1001,21555,treatment,2026-04-15 15:25:58
exp_1001_190,exp_1001,2255,treatment,2026-04-12 17:19:25
exp_1001_191,exp_1001,17559,control,2026-04-12 13:41:46
exp_1001_192,exp_1001,15786,control,2026-04-10 04:15:36
exp_1001_193,exp_1001,186,treatment,2026-04-04 00:07:40
exp_1001_194,exp_1001,13676,treatment,2026-04-09 09:05:42
exp_1001_195,exp_1001,35327,control,2026-04-18 02:54:49
exp_1001_196,exp_1001,34871,treatment,2026-04-13 14:26:20
exp_1001_197,exp_1001,37031,control,2026-04-09 03:11:35
exp_1001_198,exp_1001,23179,treatment,2026-04-04 11:17:19
exp_1001_199,exp_1001,31954,control,2026-04-07 10:17:55
exp_1001_200,exp_1001,24630,control,2026-04-03 17:26:12
exp_1001_201,exp_1001,36367,treatment,2026-04-12 23:00:17
exp_1001_202,exp_1001,28208,treatment,2026-04-10 23:51:25
exp_1001_203,exp_1001,7299,treatment,2026-04-18 12:38:20
exp_1001_204,exp_1001,22057,control,2026-04-05 04:35:14
exp_1001_205,exp_1001,17453,control,2026-04-04 13:51:33
exp_1001_206,exp_1001,4521,treatment,2026-04-18 01:49:40
exp_1001_207,exp_1001,9216,control,2026-04-11 13:34:13
exp_1001_208,exp_1001,30840,control,2026-04-07 09:03:11
exp_1001_209,exp_1001,37289,treatment,2026-04-12 07:14:27
exp_1001_210,exp_1001,21108,control,2026-04-16 12:16:26
exp_1001_211,exp_1001,25410,treatment,2026-04-04 04:11:15
exp_1001_212,exp_1001,12182,control,2026-04-14 02:12:30
exp_1001_213,exp_1001,33257,treatment,2026-04-12 23:17:00
exp_1001_214,exp_1001,7091,treatment,2026-04-09 14:20:23
exp_1001_215,exp_1001,4122,control,2026-04-02 03:03:26
exp_1001_216,exp_1001,19125,control,2026-04-14 19:35:25
exp_1001_217,exp_1001,28183,control,2026-04-17 21:15:22
exp_1001_218,exp_1001,11199,treatment,2026-04-09 15:07:48
exp_1001_219,exp_1001,11045,treatment,2026-04-08 14:00:58
exp_1001_220,exp_1001,10841,treatment,2026-04-02 04:27:14
exp_1001_221,exp_1001,33493,control,2026-04-13 03:22:16
exp_1001_222,exp_1001,30097,control,2026-04-03 21:53:35
exp_1001_223,exp_1001,20097,treatment,2026-04-11 22:49:57
exp_1001_224,exp_1001,35189,treatment,2026-04-12 12:16:31
exp_1001_225,exp_1001,31196,control,2026-04-06 19:31:29
exp_1001_226,exp_1001,2068,treatment,2026-04-09 15:39:31
exp_1001_227,exp_1001,9812,treatment,2026-04-05 12:48:06
exp_1001_228,exp_1001,11643,control,2026-04-11 22:01:12
exp_1001_229,exp_1001,37697,control,2026-04-08 13:38:57
exp_1001_230,exp_1001,39954,control,2026-04-09 12:52:25
exp_1001_231,exp_1001,1236,control,2026-04-08 19:00:23
exp_1001_232,exp_1001,16603,control,2026-04-18 19:57:40
exp_1001_233,exp_1001,6991,control,2026-04-10 01:25:59
exp_1001_234,exp_1001,37604,control,2026-04-03 06:26:17
exp_1001_235,exp_1001,29490,treatment,2026-04-10 10:09:04
exp_1001_236,exp_1001,39574,treatment,2026-04-04 08:06:52
exp_1001_237,exp_1001,14523,treatment,2026-04-13 14:47:13
exp_1001_238,exp_1001,7122,treatment,2026-04-16 15:00:14
exp_1001_239,exp_1001,21275,treatment,2026-04-16 13:56:24
exp_1001_240,exp_1001,20242,treatment,2026-04-13 16:42:27
exp_1001_241,exp_1001,2007,treatment,2026-04-12 07:59:35
exp_1001_242,exp_1001,6027,treatment,2026-04-12 03:55:39
exp_1001_243,exp_1001,22181,control,2026-04-17 19:25:54
exp_1001_244,exp_1001,7385,control,2026-04-15 23:31:54
exp_1001_245,exp_1001,24068,treatment,2026-04-12 13:18:34
exp_1001_246,exp_1001,1090,control,2026-04-18 09:42:02
exp_1001_247,exp_1001,24642,control,2026-04-12 23:26:27
exp_1001_248,exp_1001,19366,treatment,2026-04-16 23:43:41
exp_1001_249,exp_1001,12084,treatment,2026-04-11 21:19:38
exp_1001_250,exp_1001,19542,control,2026-04-06 16:22:53
exp_1001_251,exp_1001,30561,control,2026-04-01 05:30:38
exp_1001_252,exp_1001,21649,control,2026-04-10 10:04:32
exp_1001_253,exp_1001,18051,control,2026-04-02 15:47:19
exp_1001_254,exp_1001,23444,treatment,2026-04-10 06:19:58
exp_1001_255,exp_1001,41781,treatment,2026-04-03 23:53:08
exp_1001_256,exp_1001,27991,treatment,2026-04-11 16:53:08
exp_1001_257,exp_1001,2421,treatment,2026-04-13 22:32:46
exp_1001_258,exp_1001,24941,control,2026-04-03 22:02:25
exp_1001_259,exp_1001,41136,treatment,2026-04-04 09:35:49
exp_1001_260,exp_1001,7092,treatment,2026-04-16 00:39:00
exp_1001_261,exp_1001,2777,treatment,2026-04-02 05:42:00
exp_1001_262,exp_1001,39197,treatment,2026-04-01 07:18:10
exp_1001_263,exp_1001,29770,control,2026-04-18 18:43:53
exp_1001_264,exp_1001,19428,treatment,2026-04-03 18:36:32
exp_1001_265,exp_1001,35748,control,2026-04-15 20:41:20
exp_1001_266,exp_1001,10404,treatment,2026-04-09 18:01:11
exp_1001_267,exp_1001,22607,treatment,2026-04-18 20:08:58
exp_1001_268,exp_1001,20502,control,2026-04-09 16:37:59
exp_1001_269,exp_1001,538,treatment,2026-04-13 16:34:38
exp_1001_270,exp_1001,16726,control,2026-04-17 14:27:16
exp_1001_271,exp_1001,7872,control,2026-04-17 16:56:50
exp_1001_272,exp_1001,3567,treatment,2026-04-06 10:15:54
exp_1001_273,exp_1001,13252,treatment,2026-04-18 07:33:09
exp_1001_274,exp_1001,41698,treatment,2026-04-08 13:13:36
exp_1001_275,exp_1001,2608,treatment,2026-04-14 08:19:46
exp_1001_276,exp_1001,9775,control,2026-04-02 12:13:49
exp_1001_277,exp_1001,38190,treatment,2026-04-09 17:54:33
exp_1001_278,exp_1001,34192,control,2026-04-05 04:36:39
exp_1001_279,exp_1001,31913,treatment,2026-04-11 21:39:36
exp_1001_280,exp_1001,39230,treatment,2026-04-14 06:33:36
exp_1001_281,exp_1001,10452,treatment,2026-04-18 09:48:12
exp_1001_282,exp_1001,19954,control,2026-04-06 07:40:44
exp_1001_283,exp_1001,21223,treatment,2026-04-13 07:34:02
exp_1001_284,exp_1001,28546,control,2026-04-15 06:56:44
exp_1001_285,exp_1001,3360,control,2026-04-11 22:17:09
exp_1001_286,exp_1001,4761,control,2026-04-13 17:52:18
exp_1001_287,exp_1001,13353,treatment,2026-04-15 21:47:11
exp_1001_288,exp_1001,37557,treatment,2026-04-10 11:23:21
exp_1001_289,exp_1001,18047,control,2026-04-15 09:15:30
exp_1001_290,exp_1001,22010,control,2026-04-08 15:23:03
exp_1001_291,exp_1001,33769,control,2026-04-12 12:53:31
exp_1001_292,exp_1001,3507,treatment,2026-04-01 19:44:28
exp_1001_293,exp_1001,4291,control,2026-04-04 00:20:11
exp_1001_294,exp_1001,27568,treatment,2026-04-14 03:17:57
exp_1001_295,exp_1001,32424,control,2026-04-12 03:05:32
exp_1001_296,exp_1001,39479,treatment,2026-04-01 12:37:31
exp_1001_297,exp_1001,16485,control,2026-04-13 13:24:52
exp_1001_298,exp_1001,41070,control,2026-04-11 21:27:48
exp_1001_299,exp_1001,18341,control,2026-04-05 02:21:01
exp_1001_300,exp_1001,21061,control,2026-04-02 11:18:38
exp_1001_301,exp_1001,40554,treatment,2026-04-13 04:13:12
exp_1001_302,exp_1001,11365,treatment,2026-04-18 01:42:13
exp_1001_303,exp_1001,33693,control,2026-04-04 19:40:45
exp_1001_304,exp_1001,14047,treatment,2026-04-10 05:52:35
exp_1001_305,exp_1001,28813,treatment,2026-04-18 14:29:12
exp_1001_306,exp_1001,9588,treatment,2026-04-02 21:06:27
exp_1001_307,exp_1001,5984,control,2026-04-04 15:29:46
exp_1001_308,exp_1001,12989,control,2026-04-05 15:55:57
exp_1001_309,exp_1001,23909,control,2026-04-17 09:08:21
exp_1001_310,exp_1001,17591,treatment,2026-04-06 00:31:18
exp_1001_311,exp_1001,27345,treatment,2026-04-13 00:20:18
exp_1001_312,exp_1001,25132,treatment,2026-04-10 08:26:02
exp_1001_313,exp_1001,4407,treatment,2026-04-02 09:29:22
exp_1001_314,exp_1001,6574,control,2026-04-07 20:29:46
exp_1001_315,exp_1001,9566,control,2026-04-17 07:38:14
exp_1001_316,exp_1001,13678,treatment,2026-04-11 17:00:51
exp_1001_317,exp_1001,29315,control,2026-04-04 22:37:10
exp_1001_318,exp_1001,8027,treatment,2026-04-09 17:06:31
exp_1001_319,exp_1001,22225,treatment,2026-04-07 23:23:45
exp_1001_320,exp_1001,29880,treatment,2026-04-13 22:47:53
exp_1001_321,exp_1001,2600,control,2026-04-09 01:14:53
exp_1001_322,exp_1001,274,treatment,2026-04-09 07:45:54
exp_1001_323,exp_1001,8560,treatment,2026-04-07 02:27:48
exp_1001_324,exp_1001,36898,treatment,2026-04-06 15:33:44
exp_1001_325,exp_1001,41098,control,2026-04-05 18:35:44
exp_1001_326,exp_1001,9388,treatment,2026-04-17 23:28:41
exp_1001_327,exp_1001,38598,treatment,2026-04-13 13:00:32
exp_1001_328,exp_1001,25612,treatment,2026-04-06 20:55:55
exp_1001_329,exp_1001,41239,treatment,2026-04-01 13:58:49
exp_1001_330,exp_1001,11667,treatment,2026-04-01 07:54:04
exp_1001_331,exp_1001,29577,treatment,2026-04-01 06:49:22
exp_1001_332,exp_1001,40163,control,2026-04-11 19:57:03
exp_1001_333,exp_1001,3076,control,2026-04-14 14:33:28
exp_1001_334,exp_1001,11774,treatment,2026-04-10 21:53:54
exp_1001_335,exp_1001,24985,control,2026-04-08 22:52:15
exp_1001_336,exp_1001,41072,control,2026-04-13 17:17:58
exp_1001_337,exp_1001,11916,control,2026-04-14 18:43:25
exp_1001_338,exp_1001,37645,control,2026-04-15 14:58:56
exp_1001_339,exp_1001,32856,treatment,2026-04-15 19:07:31
exp_1001_340,exp_1001,37396,treatment,2026-04-15 08:07:58
exp_1001_341,exp_1001,39768,treatment,2026-04-10 15:48:11
exp_1001_342,exp_1001,2875,control,2026-04-17 11:09:26
exp_1001_343,exp_1001,367,treatment,2026-04-02 10:01:38
exp_1001_344,exp_1001,13128,control,2026-04-04 12:39:00
exp_1001_345,exp_1001,27752,control,2026-04-01 09:03:36
exp_1001_346,exp_1001,3273,control,2026-04-17 06:47:15
exp_1001_347,exp_1001,11266,treatment,2026-04-09 00:02:24
exp_1001_348,exp_1001,4990,treatment,2026-04-18 18:28:17
exp_1001_349,exp_1001,7639,treatment,2026-04-13 15:56:36
exp_1001_350,exp_1001,6267,control,2026-04-06 02:59:53
exp_1001_351,exp_1001,9119,treatment,2026-04-07 22:44:30
exp_1001_352,exp_1001,22598,control,2026-04-12 19:20:09
exp_1001_353,exp_1001,35238,control,2026-04-04 15:32:50
exp_1001_354,exp_1001,16006,control,2026-04-02 09:24:30
exp_1001_355,exp_1001,34185,treatment,2026-04-08 04:06:03
exp_1001_356,exp_1001,36376,control,2026-04-17 10:09:39
exp_1001_357,exp_1001,14149,control,2026-04-05 16:51:19
exp_1001_358,exp_1001,35409,treatment,2026-04-01 09:28:13
exp_1001_359,exp_1001,90,treatment,2026-04-02 17:23:51
exp_1001_360,exp_1001,24797,treatment,2026-04-13 11:09:06
exp_1001_361,exp_1001,9997,control,2026-04-02 14:29:41
exp_1001_362,exp_1001,32111,control,2026-04-01 14:57:34
exp_1001_363,exp_1001,26343,treatment,2026-04-01 00:00:11
exp_1001_364,exp_1001,10948,treatment,2026-04-11 15:12:39
exp_1001_365,exp_1001,6119,treatment,2026-04-10 09:56:04
exp_1001_366,exp_1001,19373,treatment,2026-04-01 17:33:36
exp_1001_367,exp_1001,23060,control,2026-04-03 16:14:49
exp_1001_368,exp_1001,19118,control,2026-04-10 12:01:07
exp_1001_369,exp_1001,20450,control,2026-04-07 02:14:17
exp_1001_370,exp_1001,27574,control,2026-04-08 15:44:36
exp_1001_371,exp_1001,8956,treatment,2026-04-14 23:51:30
exp_1001_372,exp_1001,31557,treatment,2026-04-16 15:54:10
exp_1001_373,exp_1001,5420,treatment,2026-04-01 06:30:01
exp_1001_374,exp_1001,6918,treatment,2026-04-03 11:21:25
exp_1001_375,exp_1001,38380,treatment,2026-04-09 03:52:48
exp_1001_376,exp_1001,37724,treatment,2026-04-08 11:30:02
exp_1001_377,exp_1001,38451,control,2026-04-08 09:28:13
exp_1001_378,exp_1001,14802,control,2026-04-17 22:41:39
exp_1001_379,exp_1001,37491,treatment,2026-04-10 23:58:41
exp_1001_380,exp_1001,17646,treatment,2026-04-10 06:09:26
exp_1001_381,exp_1001,19365,control,2026-04-04 08:06:30
exp_1001_382,exp_1001,4693,control,2026-04-01 02:35:17
exp_1001_383,exp_1001,7451,treatment,2026-04-11 15:22:57
exp_1001_384,exp_1001,30320,control,2026-04-10 18:51:18
exp_1001_385,exp_1001,15601,treatment,2026-04-15 16:54:56
exp_1001_386,exp_1001,16648,treatment,2026-04-06 15:51:59
exp_1001_387,exp_1001,41926,treatment,2026-04-15 13:27:27
exp_1001_388,exp_1001,4572,treatment,2026-04-11 18:49:28
exp_1001_389,exp_1001,10173,control,2026-04-16 15:38:35
exp_1001_390,exp_1001,26098,control,2026-04-18 04:27:26
exp_1001_391,exp_1001,30650,control,2026-04-14 16:44:24
exp_1001_392,exp_1001,3727,control,2026-04-14 19:04:11
exp_1001_393,exp_1001,11068,treatment,2026-04-15 02:01:36
exp_1001_394,exp_1001,24226,treatment,2026-04-06 23:52:34
exp_1001_395,exp_1001,41527,control,2026-04-09 17:54:27
exp_1001_396,exp_1001,24508,control,2026-04-04 21:07:51
exp_1001_397,exp_1001,24550,treatment,2026-04-02 06:49:52
exp_1001_398,exp_1001,21803,treatment,2026-04-01 00:29:09
exp_1001_399,exp_1001,35268,treatment,2026-04-01 14:47:30
exp_1001_400,exp_1001,24879,control,2026-04-10 19:20:26
exp_1001_401,exp_1001,5214,control,2026-04-05 06:11:30
exp_1001_402,exp_1001,27606,treatment,2026-04-10 10:58:00
exp_1001_403,exp_1001,13615,control,2026-04-04 06:27:20
exp_1001_404,exp_1001,37817,control,2026-04-14 19:50:39
exp_1001_405,exp_1001,9420,control,2026-04-03 05:41:07
exp_1001_406,exp_1001,24477,treatment,2026-04-14 03:25:48
exp_1001_407,exp_1001,31514,treatment,2026-04-06 04:33:06
exp_1001_408,exp_1001,28251,treatment,2026-04-16 08:07:36
exp_1001_409,exp_1001,19467,control,2026-04-02 19:47:43
exp_1001_410,exp_1001,39949,control,2026-04-04 01:25:43
exp_1001_411,exp_1001,25913,treatment,2026-04-18 15:07:04
exp_1001_412,exp_1001,20281,control,2026-04-10 16:36:09
exp_1001_413,exp_1001,3814,control,2026-04-05 11:05:02
exp_1001_414,exp_1001,13454,control,2026-04-18 11:24:24
exp_1001_415,exp_1001,30977,treatment,2026-04-04 01:04:37
exp_1001_416,exp_1001,23858,control,2026-04-12 05:30:10
exp_1001_417,exp_1001,6025,control,2026-04-16 02:24:16
exp_1001_418,exp_1001,20642,control,2026-04-09 15:32:17
exp_1001_419,exp_1001,7308,treatment,2026-04-18 03:10:48
exp_1001_420,exp_1001,35489,control,2026-04-11 18:29:21
exp_1001_421,exp_1001,11917,treatment,2026-04-18 19:59:06
exp_1001_422,exp_1001,18491,treatment,2026-04-08 05:57:52
